problem,method,runs,final_mean,final_std,min_mean,min_std,spikes_mean,spikes_std,a_final_mean,a_final_std,trigger_step_mean,trigger_step_std,trigger_rate,current_spike_count_mean,current_spike_count_std,previous_spike_count_mean,previous_spike_count_std,spike_count_delta_mean,spike_count_delta_std
gaussian_bumps,Adam,20,0.12741959393024443,0.0171353114546453,0.09402475282549858,0.0044941871701242135,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
gaussian_bumps,AdamW,20,0.1276158694177866,0.017068963231996866,0.09414163120090961,0.004469709259723648,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
runge_rational,Standard Muon,20,0.01257621548138559,0.0007275539201877957,0.01079949433915317,0.000233069611243379,0.0,0.0,1.5,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan
runge_rational,Jordan Muon,20,0.011813677288591862,0.0008940390560553793,0.010210955562070013,0.00024709818556849033,0.0,0.0,3.4449999999999994,4.440892098500626e-16,nan,nan,0.0,nan,nan,nan,nan,nan,nan
runge_rational,FastNS Muon,20,0.012526762764900922,0.0012989842739058479,0.010278284456580878,0.00034647414192815005,0.0,0.0,3.867000000000001,8.881784197001252e-16,nan,nan,0.0,nan,nan,nan,nan,nan,nan
runge_rational,Adaptive Dense Muon,20,0.01240453040227294,0.0012204881139662842,0.01025600847788155,0.0003158080088080067,0.0,0.0,3.8516250000000007,0.05670248561571177,419.0,80.45288476286396,0.15,0.35,0.7262919523166975,0.0,0.0,0.35,0.7262919523166975
runge_rational,Adam,20,0.011235744738951326,0.0005246625957246019,0.009811411844566464,0.00021464377928763617,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
runge_rational,AdamW,20,0.01123714349232614,0.0005238021217219139,0.00981301893480122,0.00021461820482883903,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
cusp_abs,Standard Muon,20,0.03238730179145932,0.0019873267545971883,0.027398690953850745,0.0007258466661405243,0.0,0.0,1.5,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan
cusp_abs,Jordan Muon,20,0.030401982925832273,0.0017793962571881722,0.02640413185581565,0.0005869087594625442,0.0,0.0,3.4449999999999994,4.440892098500626e-16,nan,nan,0.0,nan,nan,nan,nan,nan,nan
cusp_abs,FastNS Muon,20,0.03059305138885975,0.002400891652930509,0.026349050737917424,0.001314714803881196,0.0,0.0,3.867000000000001,8.881784197001252e-16,nan,nan,0.0,nan,nan,nan,nan,nan,nan
cusp_abs,Adaptive Dense Muon,20,0.03059305138885975,0.002400891652930509,0.026349050737917424,0.001314714803881196,0.0,0.0,3.870000000000001,8.881784197001252e-16,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cusp_abs,Adam,20,0.032218840532004835,0.0022228933796661363,0.027486213855445384,0.0006950560597873775,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
cusp_abs,AdamW,20,0.032232992071658376,0.002231185488268084,0.027489973418414592,0.0006981839329591847,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
multiscale_mix,Standard Muon,20,0.04344181790947914,0.0038174086514305887,0.036945715360343453,0.0015803500780610857,0.0,0.0,1.5,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan
multiscale_mix,Jordan Muon,20,0.03667996842414141,0.0022455716441950125,0.03110037334263325,0.0011432878661658257,0.0,0.0,3.4449999999999994,4.440892098500626e-16,nan,nan,0.0,nan,nan,nan,nan,nan,nan
multiscale_mix,FastNS Muon,20,0.036933251470327375,0.002926669595752175,0.03126287013292313,0.0011113998840073345,0.0,0.0,3.867000000000001,8.881784197001252e-16,nan,nan,0.0,nan,nan,nan,nan,nan,nan
multiscale_mix,Adaptive Dense Muon,20,0.03709346111863852,0.0027935336683230457,0.03126287013292313,0.0011113998840073345,0.0,0.0,3.8690000000000007,0.004358898943540581,491.0,0.0,0.05,0.2,0.5099019513592785,0.0,0.0,0.2,0.5099019513592785
multiscale_mix,Adam,20,0.04815770480781793,0.014299360330049256,0.042098247818648814,0.012567136865759889,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
multiscale_mix,AdamW,20,0.048267950490117076,0.014388341467164098,0.042181318439543244,0.012565429181616673,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
