problem,method,slug,init,seed,epoch,layer_idx,shape,a_target,coeff_a,coeff_b,coeff_c,n_sv,sv_min,sv_p10,sv_median,sv_p90,sv_max,top_energy_frac,effective_rank,participation_rank,tiny_frac
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,0,3,32x32,3.87,3.867,-4.4,1.399,32,5.013147882926283e-12,7.924434219930277e-10,2.049806546722266e-08,5.575107451250012e-07,0.9999035596847534,0.9998087109054583,1.001831551094179,1.0003826514096157,0.9375
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,0,4,1x32,3.87,3.867,-4.4,1.399,1,0.9999992251396179,0.9999992251396179,0.9999992251396179,0.9999992251396179,0.9999992251396179,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,25,0,32x1,3.87,3.867,-4.4,1.399,1,0.9999881982803345,0.9999881982803345,0.9999881982803345,0.9999881982803345,0.9999881982803345,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,25,1,32x32,3.87,3.867,-4.4,1.399,32,2.6891435744857972e-09,1.0716455278725334e-08,2.527841473920489e-07,0.0015523651381954562,0.9981690645217896,0.9963445843316432,1.0262903505151717,1.00734169056915,0.84375
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,25,2,32x32,3.87,3.867,-4.4,1.399,32,1.254785608750808e-09,1.8510446331276854e-08,1.0348795171921665e-06,0.006750627083238228,0.9992944002151489,0.9985926921022137,1.0115500145899112,1.0028192224450545,0.875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,25,3,32x32,3.87,3.867,-4.4,1.399,32,4.753060167672629e-09,1.8414449520776088e-08,5.742313788914544e-07,0.004408619110472509,0.9998080730438232,0.9996193138635135,1.0036716007976818,1.0007617242619515,0.875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,25,4,1x32,3.87,3.867,-4.4,1.399,1,0.9999988675117493,0.9999988675117493,0.9999988675117493,0.9999988675117493,0.9999988675117493,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,100,0,32x1,3.92,3.886044,-4.449237,1.424091,1,0.9999930262565613,0.9999930262565613,0.9999930262565613,0.9999930262565613,0.9999930262565613,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,100,1,32x32,3.92,3.886044,-4.449237,1.424091,32,6.717934653011071e-09,3.769821326216061e-08,1.975104396478855e-06,0.0030696097295731363,0.9887385368347168,0.9776063364205554,1.1304203193092355,1.046057927194826,0.875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,100,2,32x32,3.92,3.886044,-4.449237,1.424091,32,3.323662767229507e-08,2.0761712136163626e-07,1.7773924810171593e-05,0.015078384010121251,0.9671979546546936,0.9354755556710233,1.3273645677669084,1.1398120519444772,0.8125
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,100,3,32x32,3.92,3.886044,-4.449237,1.424091,32,2.0769313380242238e-08,2.974701772018307e-07,1.970693756447872e-05,0.010571965575218218,0.9753355979919434,0.9512837690715529,1.2474177058219083,1.103139102896858,0.78125
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,100,4,1x32,3.92,3.886044,-4.449237,1.424091,1,0.9999986886978149,0.9999986886978149,0.9999986886978149,0.9999986886978149,0.9999986886978149,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,250,0,32x1,3.9699999999999998,3.886044,-4.449237,1.424091,1,0.9999991059303284,0.9999991059303284,0.9999991059303284,0.9999991059303284,0.9999991059303284,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,250,1,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,1.8574956017758382e-09,1.823191109195932e-08,8.895325436242274e-07,0.001721234992146494,0.8178128600120544,0.668818397941219,1.90378969216773,1.7982203059817272,0.875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,250,2,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,2.189110226424873e-08,2.6863693847190007e-07,1.8733689103100915e-05,0.05942085124552256,0.7722703218460083,0.5964023290170339,2.1674464217342027,1.9905232810798514,0.78125
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,250,3,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,1.6437855521189704e-08,3.875888438642505e-07,3.28316764353076e-05,0.08594923168420807,0.9529909491539001,0.9081930799731821,1.4567286273192364,1.204893624875396,0.71875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,250,4,1x32,3.9699999999999998,3.886044,-4.449237,1.424091,1,0.999999463558197,0.999999463558197,0.999999463558197,0.999999463558197,0.999999463558197,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,499,0,32x1,4.0,3.886044,-4.449237,1.424091,1,0.9999987483024597,0.9999987483024597,0.9999987483024597,0.9999987483024597,0.9999987483024597,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,499,1,32x32,4.0,3.886044,-4.449237,1.424091,32,6.811045061283494e-10,1.4187282459943162e-08,1.2798129205293662e-06,0.010767008480615936,0.9436381459236145,0.8904535606468738,1.4301433027389958,1.2431827307953736,0.84375
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,499,2,32x32,4.0,3.886044,-4.449237,1.424091,32,1.7277113073532746e-09,4.776464095357369e-07,3.02168118651025e-05,0.06930276416242129,0.8192206025123596,0.6711233990532105,2.155679366817764,1.8598718714877627,0.75
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,499,3,32x32,4.0,3.886044,-4.449237,1.424091,32,5.744114073280571e-09,4.4043771652013675e-07,0.00013801556633552536,0.06257216092199094,0.8827455639839172,0.7792407511584873,1.8465382422221088,1.5440063747376667,0.625
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,1,11188,499,4,1x32,4.0,3.886044,-4.449237,1.424091,1,0.9999995231628418,0.9999995231628418,0.9999995231628418,0.9999995231628418,0.9999995231628418,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,0,0,32x1,3.87,3.867,-4.4,1.399,1,0.9999897480010986,0.9999897480010986,0.9999897480010986,0.9999897480010986,0.9999897480010986,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,0,1,32x32,3.87,3.867,-4.4,1.399,32,1.2687083328355442e-10,1.5999359836982309e-09,2.690189937482046e-08,0.00015446872366737843,0.9997203946113586,0.9994422451863526,1.0047865965287452,1.0011161398654567,0.90625
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,0,2,32x32,3.87,3.867,-4.4,1.399,32,8.26635634942896e-11,6.580866518390848e-10,1.7436706301054983e-08,4.685246378812746e-05,0.9999863505363464,0.9999732524580531,1.0003140200435277,1.0000534965871468,0.90625
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,0,3,32x32,3.87,3.867,-4.4,1.399,32,5.2372151754243035e-11,1.096451129889431e-09,2.5162076866536154e-08,1.1280736686103435e-05,0.9999974370002747,0.9999954632638255,1.000061038121631,1.000009073514886,0.9375
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,0,4,1x32,3.87,3.867,-4.4,1.399,1,0.9999996423721313,0.9999996423721313,0.9999996423721313,0.9999996423721313,0.9999996423721313,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,25,0,32x1,3.87,3.867,-4.4,1.399,1,0.9999504089355469,0.9999504089355469,0.9999504089355469,0.9999504089355469,0.9999504089355469,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,25,1,32x32,3.87,3.867,-4.4,1.399,32,1.3800872944447207e-10,6.938234236031348e-08,2.053494085885177e-06,0.031971089681610526,0.9299567341804504,0.8648378893784626,1.6215779923837206,1.31828098598672,0.8125
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,25,2,32x32,3.87,3.867,-4.4,1.399,32,1.5119936414009771e-09,1.0470243765325904e-07,6.676946441075415e-06,0.053349486365914446,0.8599496483802795,0.7395320528254341,1.8879442618424473,1.6448212319933568,0.75
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,25,3,32x32,3.87,3.867,-4.4,1.399,32,8.846969823395057e-10,4.877522670199142e-08,3.138291049253894e-06,0.02404355444014077,0.95713210105896,0.9161225646609193,1.3523937323685258,1.182213731643528,0.78125
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,25,4,1x32,3.87,3.867,-4.4,1.399,1,0.9999918937683105,0.9999918937683105,0.9999918937683105,0.9999918937683105,0.9999918937683105,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,100,0,32x1,3.92,3.886044,-4.449237,1.424091,1,0.999993622303009,0.999993622303009,0.999993622303009,0.999993622303009,0.999993622303009,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,100,1,32x32,3.92,3.886044,-4.449237,1.424091,32,1.644379077347935e-11,2.546152249038869e-08,1.8496746179152979e-06,0.002037805088912141,0.9219034314155579,0.8499083901984071,1.532885918934918,1.342869828536573,0.875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,100,2,32x32,3.92,3.886044,-4.449237,1.424091,32,3.4348723865207376e-09,1.695913638855018e-07,1.165109870271408e-05,0.005761861137580137,0.9760074615478516,0.9525933391429687,1.2158194573330559,1.0993860867422707,0.8125
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,100,3,32x32,3.92,3.886044,-4.449237,1.424091,32,3.789300873080492e-09,5.339848527796676e-08,3.0064370548643637e-06,0.0017880864499602487,0.9966380596160889,0.9932893224791169,1.0425439115399509,1.013515945660831,0.875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,100,4,1x32,3.92,3.886044,-4.449237,1.424091,1,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,250,0,32x1,3.9699999999999998,3.886044,-4.449237,1.424091,1,0.9999989867210388,0.9999989867210388,0.9999989867210388,0.9999989867210388,0.9999989867210388,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,250,1,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,1.719066111682821e-09,1.4684610150084155e-08,7.445948142503767e-07,0.006825231044786066,0.8980697393417358,0.8065295166621598,1.6490032957504388,1.454862018089035,0.875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,250,2,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,3.5021450628391904e-08,2.4084453400519127e-07,2.0057423171238042e-05,0.1118861039169135,0.8075633645057678,0.6521594931892755,2.1958821906500763,1.9106429473379527,0.78125
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,250,3,32x32,3.9699999999999998,3.886044,-4.449237,1.424091,32,5.042303286018068e-08,2.827755736234394e-07,2.139392108801985e-05,0.07365426160395157,0.9412479996681213,0.8859492088029498,1.5464519320593766,1.2612557696387936,0.75
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,250,4,1x32,3.9699999999999998,3.886044,-4.449237,1.424091,1,0.9999992251396179,0.9999992251396179,0.9999992251396179,0.9999992251396179,0.9999992251396179,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,499,0,32x1,4.0,3.886044,-4.449237,1.424091,1,0.9999994039535522,0.9999994039535522,0.9999994039535522,0.9999994039535522,0.9999994039535522,1.0,1.0,1.0,0.0
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,499,1,32x32,4.0,3.886044,-4.449237,1.424091,32,2.4055024638869327e-09,2.074489415804237e-08,9.180283484511165e-07,0.005416133766993882,0.9297636151313782,0.8644612001438071,1.532913458520975,1.309493217567995,0.84375
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,499,2,32x32,4.0,3.886044,-4.449237,1.424091,32,3.802641046490862e-08,2.3971489753193965e-07,2.472291362209944e-05,0.06339613981544978,0.9269299507141113,0.8592001331452902,1.6635729166890825,1.333733509328765,0.75
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,499,3,32x32,4.0,3.886044,-4.449237,1.424091,32,4.634951622506378e-08,2.8417861415164224e-07,2.4771179596427828e-05,0.04766059443354612,0.9639877676963806,0.9292733743625519,1.3296303991887128,1.152520892470958,0.71875
medium_fourier,Adaptive Dense Muon,adaptive_dense_muon,2,11189,499,4,1x32,4.0,3.886044,-4.449237,1.424091,1,0.9999997019767761,0.9999997019767761,0.9999997019767761,0.9999997019767761,0.9999997019767761,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,0,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999894499778748,0.9999894499778748,0.9999894499778748,0.9999894499778748,0.9999894499778748,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,0,1,32x32,3.445,3.445,-4.775,2.032,32,1.3515395747010217e-10,2.159148881908379e-09,2.0091474262073916e-08,1.6823702810597786e-05,0.9991737008094788,0.9983488407993727,1.0123081869336346,1.0033077730701114,0.9375
high_frequency,Jordan Muon,jordan_muon,0,20987,0,2,32x32,3.445,3.445,-4.775,2.032,32,3.432530648606047e-10,1.976709929074616e-09,2.3856206787797873e-08,4.549498936512473e-06,0.9999880194664001,0.9999768912425102,1.0002700473911161,1.0000462185842558,0.9375
high_frequency,Jordan Muon,jordan_muon,0,20987,0,3,32x32,3.445,3.445,-4.775,2.032,32,7.730586309984133e-11,1.4845094487014876e-09,2.0375873432953995e-08,8.191026154236185e-07,0.9999967217445374,0.9999946243429773,1.0000706453704227,1.0000107513718963,0.9375
high_frequency,Jordan Muon,jordan_muon,0,20987,0,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999998211860657,0.9999998211860657,0.9999998211860657,0.9999998211860657,0.9999998211860657,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,25,0,32x1,3.445,3.445,-4.775,2.032,1,0.9998942017555237,0.9998942017555237,0.9998942017555237,0.9998942017555237,0.9998942017555237,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,25,1,32x32,3.445,3.445,-4.775,2.032,32,4.462311853359324e-09,2.8369139926098796e-08,7.165385795815382e-07,0.012390867550857393,0.9627220034599304,0.9268569257666908,1.3332113024298813,1.1582358648744768,0.875
high_frequency,Jordan Muon,jordan_muon,0,20987,25,2,32x32,3.445,3.445,-4.775,2.032,32,2.1877367972766848e-10,7.391987963956125e-08,1.2853995485784253e-06,0.011322602746076903,0.884613573551178,0.782559338710125,1.7077744557885512,1.5177828680712175,0.8125
high_frequency,Jordan Muon,jordan_muon,0,20987,25,3,32x32,3.445,3.445,-4.775,2.032,32,3.8553666925622565e-09,2.886822993986016e-08,9.029103296143148e-07,0.004094738140702253,0.965877115726471,0.9329363990183709,1.28096119767488,1.1430703722879525,0.84375
high_frequency,Jordan Muon,jordan_muon,0,20987,25,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999938011169434,0.9999938011169434,0.9999938011169434,0.9999938011169434,0.9999938011169434,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,100,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999822974205017,0.9999822974205017,0.9999822974205017,0.9999822974205017,0.9999822974205017,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,100,1,32x32,3.445,3.445,-4.775,2.032,32,4.570095413214403e-09,3.172520202099349e-08,1.1374346513548517e-06,0.0009696278517367335,0.9904797077178955,0.9810576702109617,1.0987335070380215,1.0386031976220382,0.875
high_frequency,Jordan Muon,jordan_muon,0,20987,100,2,32x32,3.445,3.445,-4.775,2.032,32,3.6593135188667247e-09,3.082020896272297e-08,4.320315952099918e-06,0.002800111728720371,0.9985725283622742,0.9971551438544983,1.0198566034438823,1.0057060181391306,0.84375
high_frequency,Jordan Muon,jordan_muon,0,20987,100,3,32x32,3.445,3.445,-4.775,2.032,32,6.687336906452401e-09,4.705264231574802e-08,4.326607040638919e-06,0.0020272373920306582,0.9999375343322754,0.9998836708744466,1.0012385808200275,1.0002326890940256,0.84375
high_frequency,Jordan Muon,jordan_muon,0,20987,100,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999954104423523,0.9999954104423523,0.9999954104423523,0.9999954104423523,0.9999954104423523,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,250,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999935030937195,0.9999935030937195,0.9999935030937195,0.9999935030937195,0.9999935030937195,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,250,1,32x32,3.445,3.445,-4.775,2.032,32,7.982702832087796e-10,1.2596812926091161e-08,2.363453859288711e-07,0.009438715972646627,0.9886978268623352,0.977525270495257,1.1181564414697773,1.046001980759514,0.875
high_frequency,Jordan Muon,jordan_muon,0,20987,250,2,32x32,3.445,3.445,-4.775,2.032,32,1.3448553382033879e-09,2.283897462262985e-08,8.334071424087597e-07,0.01477809144998904,0.9955396056175232,0.9911011594836565,1.055840610670509,1.01797127361303,0.875
high_frequency,Jordan Muon,jordan_muon,0,20987,250,3,32x32,3.445,3.445,-4.775,2.032,32,1.0676730610725826e-09,7.790571565635674e-09,3.3782092145884235e-07,0.0003390040932572451,0.9992560744285583,0.9985137377143363,1.0114440750550595,1.0029770838533507,0.90625
high_frequency,Jordan Muon,jordan_muon,0,20987,250,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999993443489075,0.9999993443489075,0.9999993443489075,0.9999993443489075,0.9999993443489075,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,499,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999991655349731,0.9999991655349731,0.9999991655349731,0.9999991655349731,0.9999991655349731,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,0,20987,499,1,32x32,3.445,3.445,-4.775,2.032,32,6.790606271733779e-12,6.1236795190211525e-09,1.2804909843566747e-07,0.002296116135403286,0.8776851892471313,0.770331963719869,1.7165299904626046,1.5477952897270284,0.875
high_frequency,Jordan Muon,jordan_muon,0,20987,499,2,32x32,3.445,3.445,-4.775,2.032,32,2.1958430629354098e-09,3.2843188790820935e-08,1.8566361177363433e-06,0.026438851351849795,0.8681068420410156,0.7536111357242083,1.8287791223406993,1.6030297452880524,0.84375
high_frequency,Jordan Muon,jordan_muon,0,20987,499,3,32x32,3.445,3.445,-4.775,2.032,32,1.5610313042202506e-09,1.804644167435754e-08,1.1317242751829326e-06,0.00572174498811365,0.981026291847229,0.9624137645374842,1.176652454008613,1.0780258904088413,0.84375
high_frequency,Jordan Muon,jordan_muon,0,20987,499,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,0.9999992847442627,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,0,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999830722808838,0.9999830722808838,0.9999830722808838,0.9999830722808838,0.9999830722808838,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,0,1,32x32,3.445,3.445,-4.775,2.032,32,7.152471670490712e-11,1.3026661971338171e-09,2.352727257459719e-08,5.526143527276885e-05,0.999876081943512,0.9997538627809729,1.002313421069071,1.0004923974126552,0.90625
high_frequency,Jordan Muon,jordan_muon,1,20988,0,2,32x32,3.445,3.445,-4.775,2.032,32,3.138308224404085e-10,2.2950346512118356e-09,2.2414435640882857e-08,1.4159815850689516e-05,0.9999798536300659,0.9999615000876687,1.0004318943276724,1.0000770028152202,0.9375
high_frequency,Jordan Muon,jordan_muon,1,20988,0,3,32x32,3.445,3.445,-4.775,2.032,32,4.033911746303964e-11,1.0881233913906386e-09,2.3830709849903542e-08,4.716221235412387e-06,0.9999973773956299,0.9999965671276542,1.0000477104782581,1.0000068657703014,0.9375
high_frequency,Jordan Muon,jordan_muon,1,20988,0,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999995827674866,0.9999995827674866,0.9999995827674866,0.9999995827674866,0.9999995827674866,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,25,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999008774757385,0.9999008774757385,0.9999008774757385,0.9999008774757385,0.9999008774757385,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,25,1,32x32,3.445,3.445,-4.775,2.032,32,2.6588367063595797e-09,1.0373916303763054e-08,1.371401339156364e-07,0.001514894491992893,0.9968599081039429,0.9937375476435865,1.038890270125262,1.0126035805858382,0.875
high_frequency,Jordan Muon,jordan_muon,1,20988,25,2,32x32,3.445,3.445,-4.775,2.032,32,3.3424288337080554e-10,1.0519051585333728e-08,3.558987344831621e-07,0.001304897753288971,0.9988456964492798,0.9976997483404989,1.0164928667216786,1.0046111449410309,0.875
high_frequency,Jordan Muon,jordan_muon,1,20988,25,3,32x32,3.445,3.445,-4.775,2.032,32,4.007880138878761e-10,1.1061731886030657e-08,2.0077162332654552e-07,0.0008491771935950971,0.9997429847717285,0.9994938826884079,1.0044122738438201,1.0010127574492744,0.90625
high_frequency,Jordan Muon,jordan_muon,1,20988,25,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999974370002747,0.9999974370002747,0.9999974370002747,0.9999974370002747,0.9999974370002747,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,100,0,32x1,3.445,3.445,-4.775,2.032,1,0.999979555606842,0.999979555606842,0.999979555606842,0.999979555606842,0.999979555606842,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,100,1,32x32,3.445,3.445,-4.775,2.032,32,6.285824638574411e-10,8.214872426748343e-09,4.2118175258565316e-07,0.0007974432170158269,0.9999671578407288,0.9999401493104466,1.0006839247000954,1.0001197101864274,0.90625
high_frequency,Jordan Muon,jordan_muon,1,20988,100,2,32x32,3.445,3.445,-4.775,2.032,32,5.8575793104864715e-09,2.7858208362374625e-08,2.7664023036777508e-06,0.0010064255970064556,0.9999903440475464,0.999987321352644,1.0001677522018038,1.0000253576903535,0.875
high_frequency,Jordan Muon,jordan_muon,1,20988,100,3,32x32,3.445,3.445,-4.775,2.032,32,5.985246520623377e-09,2.6308264722274544e-08,2.7725244535758975e-06,0.0010016933054430423,0.999984860420227,0.9999799024931286,1.0002546663346528,1.000040196008449,0.875
high_frequency,Jordan Muon,jordan_muon,1,20988,100,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999976754188538,0.9999976754188538,0.9999976754188538,0.9999976754188538,0.9999976754188538,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,250,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999892711639404,0.9999892711639404,0.9999892711639404,0.9999892711639404,0.9999892711639404,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,250,1,32x32,3.445,3.445,-4.775,2.032,32,3.157865080538613e-10,7.906731225304498e-09,2.3687440631192658e-07,0.0005549403795157571,0.9790676832199097,0.9585766750252862,1.1899128420519172,1.086288222534018,0.90625
high_frequency,Jordan Muon,jordan_muon,1,20988,250,2,32x32,3.445,3.445,-4.775,2.032,32,3.738058751423523e-09,1.7302889432357917e-08,1.5329731866131624e-06,0.0004938004305586225,0.9964661598205566,0.9929499251826902,1.0442955529742322,1.0142043320660104,0.90625
high_frequency,Jordan Muon,jordan_muon,1,20988,250,3,32x32,3.445,3.445,-4.775,2.032,32,1.2602812127227025e-09,2.027991712338917e-08,7.053380386423669e-07,0.0003190749950590548,0.9955652356147766,0.9911572970244612,1.0545671000918109,1.017854012654076,0.90625
high_frequency,Jordan Muon,jordan_muon,1,20988,250,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999975562095642,0.9999975562095642,0.9999975562095642,0.9999975562095642,0.9999975562095642,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,499,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999907612800598,0.9999907612800598,0.9999907612800598,0.9999907612800598,0.9999907612800598,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,1,20988,499,1,32x32,3.445,3.445,-4.775,2.032,32,9.694037794716337e-10,8.646049654004173e-09,2.3079654454249976e-07,0.016969768301351034,0.9951874613761902,0.9904002474698044,1.059241625552237,1.019399282134332,0.875
high_frequency,Jordan Muon,jordan_muon,1,20988,499,2,32x32,3.445,3.445,-4.775,2.032,32,1.4452811170073687e-09,2.8722679168424748e-08,2.3995255560294027e-06,0.008846340363379585,0.9201658964157104,0.8467097802166744,1.5465447946067783,1.3512913448990453,0.84375
high_frequency,Jordan Muon,jordan_muon,1,20988,499,3,32x32,3.445,3.445,-4.775,2.032,32,2.472509530448974e-09,1.528669368866531e-08,6.374103804773767e-07,0.001698734704405072,0.9943339228630066,0.9887027096929074,1.0640789867315663,1.0228505095201297,0.875
high_frequency,Jordan Muon,jordan_muon,1,20988,499,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999987483024597,0.9999987483024597,0.9999987483024597,0.9999987483024597,0.9999987483024597,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,2,20989,0,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999634027481079,0.9999634027481079,0.9999634027481079,0.9999634027481079,0.9999634027481079,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,2,20989,0,1,32x32,3.445,3.445,-4.775,2.032,32,1.438627134087156e-10,2.134776089235402e-09,2.3853008457308533e-08,0.00014718336512942222,0.9997611045837402,0.999527286474717,1.0041494777132776,1.0009458832567537,0.90625
high_frequency,Jordan Muon,jordan_muon,2,20989,0,2,32x32,3.445,3.445,-4.775,2.032,32,1.1608613376123955e-10,1.0183603182944979e-09,2.070103732876305e-08,2.1719424540833694e-05,0.9999724626541138,0.9999491476204891,1.0005707867936018,1.00010171041438,0.90625
high_frequency,Jordan Muon,jordan_muon,2,20989,0,3,32x32,3.445,3.445,-4.775,2.032,32,1.1757671225520738e-11,9.012894597315579e-10,2.134959231625544e-08,9.578402020338239e-06,0.999997079372406,0.9999975113626485,1.0000356638783563,1.0000049772886868,0.9375
high_frequency,Jordan Muon,jordan_muon,2,20989,0,4,1x32,3.445,3.445,-4.775,2.032,1,0.9999989867210388,0.9999989867210388,0.9999989867210388,0.9999989867210388,0.9999989867210388,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,2,20989,25,0,32x1,3.445,3.445,-4.775,2.032,1,0.9999145269393921,0.9999145269393921,0.9999145269393921,0.9999145269393921,0.9999145269393921,1.0,1.0,1.0,0.0
high_frequency,Jordan Muon,jordan_muon,2,20989,25,1,32x32,3.445,3.445,-4.775,2.032,32,4.649311491355945e-10,1.4380095425536865e-08,3.5947989829310245e-07,0.004234028537757702,0.9802100658416748,0.9608265286636466,1.18352944751084,1.0814598076119841,0.84375
