problem,method,slug,init,seed,epoch,layer_idx,shape,a_target,coeff_a,coeff_b,coeff_c,sv_index,singular_value
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,20,4.3419354369689245e-06
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,21,3.110326815658482e-06
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,22,2.12449981518148e-06
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,23,1.6934628774833982e-06
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,24,1.233092575603223e-06
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,25,9.448983746551676e-07
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,26,7.016910785750952e-07
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,27,4.7294787464124965e-07
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,28,2.723830903050839e-07
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,29,1.8953151936784707e-07
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,30,1.3577759716554283e-07
low_frequency,FastNS Muon,fastns_muon,0,1087,499,3,32x32,3.867,3.867,-4.4,1.399,31,1.2022861817229114e-08
low_frequency,FastNS Muon,fastns_muon,0,1087,499,4,1x32,3.867,3.867,-4.4,1.399,0,0.9999991655349731
low_frequency,FastNS Muon,fastns_muon,1,1088,0,0,32x1,3.867,3.867,-4.4,1.399,0,0.9999942779541016
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,0,0.9996263980865479
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,1,0.027245808392763138
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,2,0.0016852616099640727
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,3,2.9797198294545524e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,4,4.523419931956596e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,5,2.785355661671929e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,6,8.126566797272972e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,7,5.927758550683393e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,8,5.193941987613471e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,9,4.8477044600758745e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,10,4.3983089170751555e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,11,3.44399317953048e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,12,2.9371754806106765e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,13,2.7429628346453683e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,14,2.420576805661767e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,15,2.1728361332407076e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,16,1.669116223013134e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,17,1.5132284758578862e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,18,1.489821777056477e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,19,1.1646092978878642e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,20,9.613946083675273e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,21,7.893325104646465e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,22,6.994277157446049e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,23,5.831604532602341e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,24,4.732188862988096e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,25,4.357114669062412e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,26,3.6350094045900505e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,27,2.6317459322910963e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,28,1.5542731546247524e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,29,7.517526601219515e-10
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,30,5.456103902012899e-10
low_frequency,FastNS Muon,fastns_muon,1,1088,0,1,32x32,3.867,3.867,-4.4,1.399,31,2.854799452389756e-10
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,0,0.9999251961708069
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,1,0.012155309319496155
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,2,0.0007634531939402223
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,3,1.0876362466660794e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,4,1.7171606714327936e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,5,1.0666379068879905e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,6,8.47908339096648e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,7,7.95767007844006e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,8,6.756599191248824e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,9,5.2131440497760195e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,10,4.9361830178895616e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,11,4.534021513791231e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,12,3.4912861934799366e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,13,3.3794304243883744e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,14,2.9930980360859394e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,15,2.6709592759743828e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,16,2.4510553586765127e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,17,2.1879218436993142e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,18,1.9858390487570432e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,19,1.5896217675503976e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,20,1.1635136409893221e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,21,1.0965650609762179e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,22,8.771904091986471e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,23,7.788276690234852e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,24,6.856764045437558e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,25,5.3730415672248455e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,26,3.3463876114581126e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,27,2.9015481128880083e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,28,2.119468600625396e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,29,7.435683180290198e-10
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,30,4.583201040908591e-10
low_frequency,FastNS Muon,fastns_muon,1,1088,0,2,32x32,3.867,3.867,-4.4,1.399,31,1.4881171295222373e-10
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,0,0.9999942779541016
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,1,0.003239008132368326
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,2,0.00019791735394392163
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,3,1.5603798146912595e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,4,1.1054458326498207e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,5,9.190648597723339e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,6,8.23944219519035e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,7,6.472900082599153e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,8,6.027028121025069e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,9,5.599548913437502e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,10,4.8138502961592167e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,11,3.255745895103246e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,12,3.195669862066097e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,13,2.5007407700172735e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,14,2.2505371788383854e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,15,2.0812862544516975e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,16,1.820806261321195e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,17,1.6177596151578655e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,18,1.4510477264195742e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,19,1.1989856218974637e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,20,1.1223332485599258e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,21,9.057204763962545e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,22,7.624438858044869e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,23,6.633230853481109e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,24,5.769244637576776e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,25,4.511968132447919e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,26,4.349831606020871e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,27,2.5663242642082196e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,28,1.392664872312821e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,29,9.784931753742399e-10
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,30,1.559410656160054e-10
low_frequency,FastNS Muon,fastns_muon,1,1088,0,3,32x32,3.867,3.867,-4.4,1.399,31,3.158205251138635e-12
low_frequency,FastNS Muon,fastns_muon,1,1088,0,4,1x32,3.867,3.867,-4.4,1.399,0,0.9999997019767761
low_frequency,FastNS Muon,fastns_muon,1,1088,25,0,32x1,3.867,3.867,-4.4,1.399,0,0.9999895691871643
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,0,0.9932852387428284
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,1,0.10080039501190186
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,2,0.05598275363445282
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,3,0.009022455662488937
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,4,0.002236371859908104
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,5,0.00044357223669067025
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,6,0.00020734991994686425
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,7,0.00015021918807178736
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,8,3.070166349061765e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,9,2.2906402591615915e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,10,1.2646285540540703e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,11,5.046455498813884e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,12,2.0057193523825845e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,13,1.4516797364194645e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,14,9.19605895433051e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,15,7.550485747742641e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,16,3.459037429820455e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,17,2.332108834934843e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,18,2.132378398300716e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,19,1.51373512835562e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,20,1.3251199959540827e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,21,8.10704179343702e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,22,7.060388895752112e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,23,5.546876380435606e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,24,3.163457051869045e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,25,2.871687776462295e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,26,2.5823474913977407e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,27,1.492807299996457e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,28,1.2953426775652588e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,29,9.063803929620917e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,30,6.947415975844251e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,25,1,32x32,3.867,3.867,-4.4,1.399,31,2.81501266741202e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,0,0.9959293007850647
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,1,0.07600688189268112
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,2,0.0402299240231514
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,3,0.02668827585875988
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,4,0.0028608376160264015
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,5,0.001954140607267618
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,6,0.000678568088915199
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,7,0.0004958352074027061
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,8,0.00025231880135834217
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,9,0.00010464558727107942
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,10,2.702571509871632e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,11,1.4465553249465302e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,12,8.409335350734182e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,13,5.482111191668082e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,14,3.9123451642808504e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,15,2.5113172341661993e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,16,1.8457526493875775e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,17,9.464405366088613e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,18,9.297817769038375e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,19,7.747126460344589e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,20,3.9295866827160353e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,21,3.368299985595513e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,22,1.5651048101972265e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,23,1.5125344532407325e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,24,9.86970860594738e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,25,7.61434080231993e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,26,4.165086764373882e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,27,2.991053094092422e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,28,2.809611210352614e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,29,1.1415120404478785e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,30,8.589478461829003e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,25,2,32x32,3.867,3.867,-4.4,1.399,31,1.5377156215024002e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,0,0.9987040162086487
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,1,0.04512559995055199
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,2,0.021681243553757668
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,3,0.008695082738995552
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,4,0.0018340691458433867
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,5,0.0009000900317914784
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,6,0.00031101686181500554
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,7,0.00020888230937998742
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,8,0.00013998322538100183
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,9,4.5255161239765584e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,10,1.5852039723540656e-05
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,11,8.030232493183576e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,12,3.6566473227139795e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,13,2.9505667953344528e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,14,1.385114615004568e-06
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,15,8.713632269063964e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,16,8.104687481136352e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,17,6.125848699412018e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,18,5.013600912207039e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,19,3.5141809462402307e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,20,3.334826601530949e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,21,1.2696366979980667e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,22,1.1086653728398232e-07
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,23,8.23054833176684e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,24,6.568313892785227e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,25,4.0781760191066496e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,26,3.966502859498178e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,27,2.754982908470538e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,28,1.8263820678043885e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,29,1.4525772584761398e-08
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,30,8.293466358111345e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,25,3,32x32,3.867,3.867,-4.4,1.399,31,6.747403080709091e-09
low_frequency,FastNS Muon,fastns_muon,1,1088,25,4,1x32,3.867,3.867,-4.4,1.399,0,0.9999985694885254
low_frequency,FastNS Muon,fastns_muon,1,1088,100,0,32x1,3.867,3.867,-4.4,1.399,0,0.9999982714653015
low_frequency,FastNS Muon,fastns_muon,1,1088,100,1,32x32,3.867,3.867,-4.4,1.399,0,0.8002360463142395
low_frequency,FastNS Muon,fastns_muon,1,1088,100,1,32x32,3.867,3.867,-4.4,1.399,1,0.5981006026268005
low_frequency,FastNS Muon,fastns_muon,1,1088,100,1,32x32,3.867,3.867,-4.4,1.399,2,0.04285452887415886
low_frequency,FastNS Muon,fastns_muon,1,1088,100,1,32x32,3.867,3.867,-4.4,1.399,3,0.00684924004599452
low_frequency,FastNS Muon,fastns_muon,1,1088,100,1,32x32,3.867,3.867,-4.4,1.399,4,0.003395575098693371
low_frequency,FastNS Muon,fastns_muon,1,1088,100,1,32x32,3.867,3.867,-4.4,1.399,5,0.0013391998363658786
low_frequency,FastNS Muon,fastns_muon,1,1088,100,1,32x32,3.867,3.867,-4.4,1.399,6,0.0006542152841575444
